10054,0,2,1019,1014,1017,"0,0,0,0,3",5,1,5,6,2,,1002,1002+1005,"1,1,4"
10055,0,2,1026,1016,1014,"0,0,0,0,3",3,1,9,2,6,1002/1003,1003,1002,"1,1,1"
10058,0,2,1005,1017,1026,"0,0,0,1,1",5,1,5,3,8,1001,1002+1005,1002/1003,"1,1,1"
10061,0,2,1025,1006,1017,"0,0,0,1,1",5,1,5,5,4,1002/1003,,1002+1005,"1,1,1"
10063,0,2,1013,1021,1004,"0,0,0,0,3",6,1,6,2,3,1003/1004,1002,,"1,2,2"
10064,0,2,1008,1015,1006,"0,1,0,0,1",6,0,5,3,6,,1002,,"1,1,1"
10065,0,1,1010,1008,1007,"0,1,0,0,1",6,0,6,2,5,,,1002,"1,1,1"
10067,0,2,1004,1027,1011,"0,0,1,0,0",6,1,1,10,2,,1006,1006,"1,1,2"
10068,0,2,1011,1018,1013,"0,0,0,0,3",6,1,5,4,2,1006,,1003/1004,"1,1,5"
10069,0,2,1005,1021,1016,"0,0,0,1,1",6,1,5,0,10,1001,1002,1003,"1,1,2"
10070,0,2,1003,1025,1017,"0,0,0,0,3",5,1,6,4,3,,1002/1003,1002+1005,"1,1,2"
10071,0,2,1009,1026,1008,"0,0,0,1,1",5,1,7,1,6,1002,1002/1003,,"1,1,1"
10072,0,2,1004,1027,1004,"0,0,1,0,0",7,1,1,8,2,,1006,,"1,2,2"
10073,0,2,1020,1016,1008,"0,0,1,0,0",6,1,5,1,8,,1003,,"1,1,3"
10075,0,1,1003,1018,1010,"0,0,1,0,0",8,1,4,0,5,,,,"1,2,5"
10077,0,2,1011,1014,1021,"0,0,0,0,3",5,1,5,6,2,1006,1002,1002,"1,1,2"
10079,0,2,1017,1006,1023,"0,0,1,0,0",6,1,4,4,5,1002+1005,,,"1,1,2"
10080,0,2,1026,1006,1008,"0,0,1,0,0",6,1,5,2,6,1002/1003,,,"1,1,1"
10081,0,2,1006,1009,1026,"0,0,0,1,1",6,1,5,1,8,,1002,1002/1003,"1,1,1"
10082,0,2,1014,1009,1006,"0,1,0,0,1",6,0,5,3,6,1002,1002,,"1,1,1"
10085,0,1,1003,1007,1024,"0,0,1,0,0",7,1,3,4,4,,1002,1005,"1,1,2"
10088,0,2,1014,1009,1021,"0,0,0,0,3",5,1,7,2,4,1002,1002,1002,"1,1,2"
10089,0,1,1003,1018,1003,"0,0,1,0,0",9,1,3,0,4,,,,"2,2,5"
10090,0,2,1001,1003,1025,"0,0,0,1,1",8,1,4,1,3,,,1002/1003,"1,2,5"
10092,0,2,1008,1022,1015,"0,0,0,0,3",5,1,6,4,3,,,1002,"1,1,2"
10095,0,2,1002,1006,1014,"0,1,0,0,1",7,0,4,4,3,,,1002,"1,1,3"
10096,0,2,1003,1009,1013,"0,1,0,0,1",6,0,7,0,6,,1002,1003/1004,"1,1,2"
10097,0,2,1004,1013,1011,"0,1,0,0,1",6,0,4,6,3,,1003/1004,1006,"1,1,2"
10098,0,1,1018,1006,1008,"0,0,1,0,0",8,1,3,2,4,,,,"1,1,5"
10099,0,2,1001,1010,1017,"0,1,0,0,1",7,0,4,3,5,,,1002+1005,"1,1,5"
10100,0,2,1016,1021,1003,"0,0,1,0,0",6,1,6,0,7,1003,1002,,"1,2,2"
10101,0,2,1001,1016,1022,"0,0,1,0,0",7,1,4,2,5,,1003,,"1,2,5"
10102,0,2,1004,1017,1002,"0,1,0,0,1",7,0,3,6,2,,1002+1005,,"1,2,3"
10103,0,2,1012,1013,1003,"0,1,0,0,1",6,0,5,2,8,1001,1003/1004,,"1,1,2"
10104,0,2,1014,1009,1004,"0,1,0,0,1",6,0,5,4,4,1002,1002,,"1,1,2"
10109,0,1,1010,1007,1006,"0,1,0,0,1",7,0,4,2,7,,1002,,"1,1,1"
10110,0,2,1012,1014,1022,"0,0,1,0,0",5,1,4,6,5,1001,1002,,"1,1,2"
10111,0,1,1011,1003,1003,"0,1,0,0,1",8,0,2,4,5,1006,,,"1,2,2"
10112,0,2,1027,1013,1006,"0,0,0,1,1",5,1,5,5,4,1006,1003/1004,,"1,1,1"
10115,0,2,1014,1009,1005,"0,1,0,0,1",6,0,5,2,8,1002,1002,1001,"1,1,1"
10116,0,3,1007,1019,1001,"0,0,1,0,0",9,1,2,2,3,1002,,,"1,4,5"
10118,0,2,1002,1025,1006,"0,0,0,1,1",7,1,4,3,3,,1002/1003,,"1,1,3"
10120,0,1,1023,1010,1012,"0,0,0,1,1",6,1,4,2,9,,,1001,"1,1,2"
10121,0,2,1007,1015,1020,"0,0,1,0,0",6,1,5,2,6,1002,1002,,"1,1,3"
10122,0,2,1016,1010,1010,"0,1,0,0,1",5,0,7,0,10,1003,,,"1,1,1"
10123,0,2,1016,1021,1015,"0,0,0,1,1",4,1,8,1,7,1003,1002,1002,"1,1,2"
10125,0,2,1017,1006,1022,"0,0,1,0,0",6,1,3,6,4,1002+1005,,,"1,1,2"
10126,0,2,1012,1027,1008,"0,0,1,0,0",5,1,3,7,6,1001,1006,,"1,1,1"
10128,0,2,1018,1013,1016,"0,0,0,0,3",5,1,8,0,5,,1003/1004,1003,"1,1,5"
10129,0,2,1014,1021,1009,"0,0,0,0,3",5,1,7,2,4,1002,1002,1002,"1,1,2"
10131,0,1,1007,1011,1007,"0,1,0,0,1",6,0,4,6,3,1002,1006,1002,"1,1,1"
10132,0,2,1025,1011,1004,"0,0,0,1,1",6,1,3,7,2,1002/1003,1006,,"1,1,2"
10133,0,2,1003,1014,1023,"0,0,0,0,3",6,1,6,2,3,,1002,,"1,2,2"
10134,0,2,1006,1013,1008,"0,1,0,0,1",6,0,6,2,5,,1003/1004,,"1,1,1"
10135,0,1,1003,1003,1003,"0,1,0,0,1",9,0,3,0,6,,,,"2,2,2"
10136,0,2,1015,1022,1007,"0,0,0,0,3",5,1,6,4,3,1002,,1002,"1,1,2"
10138,0,2,1011,1025,1006,"0,0,1,0,0",6,1,3,6,4,1006,1002/1003,,"1,1,1"
10140,0,2,1022,1010,1015,"0,0,0,1,1",5,1,6,3,5,,,1002,"1,1,2"
10141,0,2,1008,1015,1020,"0,0,1,0,0",6,1,5,2,6,,1002,,"1,1,3"
10142,0,2,1006,1023,1015,"0,0,1,0,0",6,1,5,2,6,,,1002,"1,1,2"
10143,0,2,1027,1013,1001,"0,0,0,0,3",6,1,5,4,2,1006,1003/1004,,"1,1,5"
10144,0,1,1009,1003,1009,"0,1,0,0,1",7,0,5,0,8,1002,,1002,"1,1,2"
10145,0,2,1010,1026,1006,"0,0,0,1,1",6,1,5,1,8,,1002/1003,,"1,1,1"
10146,0,3,1001,1023,1005,"0,0,0,1,1",9,1,2,0,7,,,1001,"1,2,5"
10148,0,2,1002,1019,1015,"0,0,0,1,1",7,1,4,3,3,,,1002,"1,3,4"
10149,0,2,1016,1022,1005,"0,0,0,1,1",6,1,4,2,9,1003,,1001,"1,1,2"
10152,0,2,1025,1011,1006,"0,0,1,0,0",6,1,3,6,4,1002/1003,1006,,"1,1,1"
10155,0,2,1015,1014,1024,"0,0,0,0,3",4,1,6,6,3,1002,1002,1005,"1,1,1"
10156,0,1,1002,1019,1007,"0,0,0,1,1",8,1,3,3,2,,,1002,"1,3,4"
10160,0,2,1026,1013,1011,"0,0,0,0,3",4,1,7,4,4,1002/1003,1003/1004,1006,"1,1,1"
10161,0,2,1017,1015,1023,"0,0,0,0,3",4,1,7,4,4,1002+1005,1002,,"1,1,2"
10162,0,1,1002,1008,1024,"0,0,0,1,1",7,1,3,5,2,,,1005,"1,1,3"
10163,0,2,1001,1016,1014,"0,1,0,0,1",6,0,6,2,5,,1003,1002,"1,1,5"
10167,0,2,1016,1010,1002,"0,1,0,0,1",6,0,6,1,7,1003,,,"1,1,3"
10168,0,2,1008,1025,1001,"0,0,0,0,3",7,1,5,2,2,,1002/1003,,"1,1,5"
10169,0,1,1002,1024,1005,"0,0,0,1,1",8,1,1,4,6,,1005,1001,"1,1,3"
10171,0,2,1003,1021,1017,"0,0,0,1,1",6,1,5,3,4,,1002,1002+1005,"1,2,2"
10172,0,2,1006,1008,1027,"0,0,1,0,0",6,1,3,6,4,,,1006,"1,1,1"
10173,0,2,1003,1017,1025,"0,0,0,0,3",5,1,6,4,3,,1002+1005,1002/1003,"1,1,2"
10174,0,2,1007,1017,1023,"0,0,0,0,3",5,1,6,4,3,1002,1002+1005,,"1,1,2"
10175,0,1,1011,1002,1008,"0,1,0,0,1",7,0,3,6,2,1006,,,"1,1,3"
10176,0,2,1027,1004,1011,"0,0,1,0,0",6,1,1,10,2,1006,,1006,"1,1,2"
10178,0,1,1007,1007,1012,"0,1,0,0,1",6,0,4,4,7,1002,1002,1001,"1,1,1"
10179,0,3,1022,1001,1006,"0,0,0,1,1",9,1,1,3,4,,,,"1,2,5"
10181,0,1,1008,1011,1007,"0,1,0,0,1",6,0,4,6,3,,1006,1002,"1,1,1"
10182,0,1,1006,1007,1009,"0,1,0,0,1",7,0,4,2,7,,1002,1002,"1,1,1"
10183,0,2,1002,1015,1016,"0,1,0,0,1",5,0,7,2,6,,1002,1003,"1,1,3"
10184,0,2,1008,1004,1015,"0,1,0,0,1",6,0,5,4,4,,,1002,"1,1,2"
10185,0,1,1018,1008,1007,"0,0,0,0,3",7,1,5,2,2,,,1002,"1,1,5"
10187,0,2,1002,1015,1021,"0,0,0,0,3",6,1,6,2,3,,1002,1002,"1,2,3"
10188,0,2,1003,1015,1007,"0,1,0,0,1",6,0,6,2,5,,1002,1002,"1,1,2"
10190,0,1,1022,1007,1011,"0,0,0,1,1",6,1,3,7,2,,1002,1006,"1,1,2"
10192,0,2,1001,1027,1010,"0,0,1,0,0",7,1,3,4,4,,1006,,"1,1,5"
10197,0,2,1027,1016,1005,"0,0,0,1,1",5,1,4,4,9,1006,1003,1001,"1,1,1"
10198,0,1,1005,1023,1007,"0,0,1,0,0",7,1,4,1,7,1001,,1002,"1,1,2"
10199,0,1,1008,1022,1004,"0,0,0,1,1",7,1,3,5,2,,,,"1,2,2"
10200,0,2,1019,1010,1016,"0,0,0,1,1",6,1,5,1,8,,,1003,"1,1,4"
10201,0,2,1020,1017,1014,"0,0,0,1,1",5,1,5,5,4,,1002+1005,1002,"1,1,3"
10202,0,2,1022,1016,1009,"0,0,1,0,0",5,1,6,2,7,,1003,1002,"1,1,2"
10203,0,2,1003,1013,1026,"0,0,0,0,3",5,1,8,0,5,,1003/1004,1002/1003,"1,1,2"
10205,0,2,1017,1027,1007,"0,0,0,0,3",4,1,5,8,2,1002+1005,1006,1002,"1,1,1"
10206,0,2,1020,1015,1014,"0,0,0,1,1",5,1,6,3,5,,1002,1002,"1,1,3"
10208,0,2,1021,1003,1017,"0,0,0,1,1",6,1,5,3,4,1002,,1002+1005,"1,2,2"
10209,0,2,1018,1004,1014,"0,0,0,0,3",7,1,4,4,1,,,1002,"1,2,5"
10210,0,2,1019,1017,1013,"0,0,0,0,3",5,1,6,4,3,,1002+1005,1003/1004,"1,1,4"
10211,0,2,1001,1026,1010,"0,0,1,0,0",7,1,5,0,6,,1002/1003,,"1,1,5"
10212,0,2,1009,1007,1027,"0,0,0,1,1",5,1,5,5,4,1002,1002,1006,"1,1,1"
10213,0,2,1014,1001,1021,"0,0,0,0,3",7,1,5,2,2,1002,,1002,"1,2,5"
10214,0,1,1022,1007,1004,"0,0,0,1,1",7,1,3,5,2,,1002,,"1,2,2"
10216,0,1,1021,1011,1003,"0,0,1,0,0",7,1,3,4,4,1002,1006,,"1,2,2"
10221,0,2,1013,1013,1020,"0,0,0,0,3",5,1,8,0,5,1003/1004,1003/1004,,"1,1,3"
10222,0,2,1025,1014,1012,"0,0,0,1,1",4,1,6,5,5,1002/1003,1002,1001,"1,1,1"
10223,0,2,1020,1015,1009,"0,0,0,1,1",6,1,5,1,8,,1002,1002,"1,1,3"
10224,0,2,1005,1002,1016,"0,1,0,0,1",7,0,4,1,9,1001,,1003,"1,1,3"
10225,0,1,1018,1004,1007,"0,0,0,1,1",8,1,3,3,2,,,1002,"1,2,5"
10226,0,2,1014,1017,1012,"0,1,0,0,1",4,0,5,7,6,1002,1002+1005,1001,"1,1,1"
10227,0,1,1009,1008,1004,"0,1,0,0,1",7,0,4,3,5,1002,,,"1,1,2"
10228,0,2,1018,1008,1015,"0,0,0,0,3",6,1,6,2,3,,,1002,"1,1,5"
10229,0,1,1019,1003,1009,"0,0,0,1,1",8,1,3,1,6,,,1002,"1,2,4"
10231,0,1,1002,1002,1005,"0,1,0,0,1",9,0,2,2,5,,,1001,"1,3,3"
10232,0,1,1002,1004,1011,"0,1,0,0,1",8,0,1,7,2,,,1006,"1,2,3"
10234,0,2,1015,1004,1002,"0,1,0,0,1",7,0,4,4,3,1002,,,"1,2,3"
10235,0,2,1003,1027,1011,"0,0,1,0,0",6,1,2,8,3,,1006,1006,"1,1,2"
10236,0,2,1004,1027,1002,"0,0,0,1,1",7,1,2,7,1,,1006,,"1,2,3"
10237,0,2,1015,1024,1004,"0,0,1,0,0",6,1,3,6,4,1002,1005,,"1,1,2"
10239,0,1,1007,1022,1006,"0,0,1,0,0",7,1,3,4,4,1002,,,"1,1,2"
10241,0,2,1025,1006,1001,"0,0,1,0,0",8,1,3,2,4,1002/1003,,,"1,1,5"
10242,0,2,1010,1003,1013,"0,1,0,0,1",6,0,7,0,6,,,1003/1004,"1,1,2"
10243,0,1,1011,1021,1002,"0,0,0,1,1",7,1,3,5,2,1006,1002,,"1,2,3"
10245,0,1,1009,1002,1024,"0,0,1,0,0",7,1,3,4,4,1002,,1005,"1,1,3"
10246,0,2,1026,1003,1011,"0,0,1,0,0",6,1,4,4,5,1002/1003,,1006,"1,1,2"
10247,0,2,1010,1022,1016,"0,0,1,0,0",5,1,6,2,7,,,1003,"1,1,2"
10248,0,2,1027,1008,1017,"0,0,0,0,3",4,1,5,8,2,1006,,1002+1005,"1,1,1"
10250,0,2,1016,1003,1022,"0,0,1,0,0",6,1,5,2,6,1003,,,"1,2,2"
10251,0,2,1004,1014,1026,"0,0,0,0,3",5,1,6,4,3,,1002,1002/1003,"1,1,2"
10252,0,1,1007,1006,1018,"0,0,1,0,0",8,1,3,2,4,1002,,,"1,1,5"
10254,0,2,1026,1007,1017,"0,0,0,0,3",4,1,7,4,4,1002/1003,1002,1002+1005,"1,1,1"
10255,0,2,1014,1026,1016,"0,0,0,0,3",3,1,9,2,6,1002,1002/1003,1003,"1,1,1"
10256,0,2,1018,1015,1002,"0,0,0,0,3",7,1,5,2,2,,1002,,"1,3,5"
10258,0,2,1012,1018,1016,"0,0,0,1,1",6,1,4,2,9,1001,,1003,"1,1,5"
10259,0,1,1008,1008,1006,"0,1,0,0,1",7,0,4,3,5,,,,"1,1,1"
10261,0,2,1010,1010,1017,"0,1,0,0,1",5,0,6,3,7,,,1002+1005,"1,1,1"
10262,0,2,1017,1008,1012,"0,1,0,0,1",5,0,4,6,7,1002+1005,,1001,"1,1,1"
10263,0,2,1017,1004,1011,"0,1,0,0,1",6,0,2,9,3,1002+1005,,1006,"1,1,2"
10264,0,2,1013,1001,1006,"0,1,0,0,1",8,0,4,1,5,1003/1004,,,"1,1,5"
10266,0,2,1020,1009,1017,"0,0,1,0,0",6,1,4,3,7,,1002,1002+1005,"1,1,3"
10267,0,2,1015,1006,1026,"0,0,1,0,0",5,1,6,2,7,1002,,1002/1003,"1,1,1"
10270,0,2,1014,1016,1009,"0,1,0,0,1",4,0,8,2,7,1002,1003,1002,"1,1,1"
10272,0,1,1024,1003,1008,"0,0,1,0,0",7,1,3,4,4,1005,,,"1,1,2"
10273,0,2,1026,1016,1010,"0,0,1,0,0",4,1,8,0,9,1002/1003,1003,,"1,1,1"
10274,0,2,1004,1027,1012,"0,0,0,1,1",6,1,1,8,6,,1006,1001,"1,1,2"
10275,0,1,1021,1010,1003,"0,0,1,0,0",7,1,5,0,6,1002,,,"1,2,2"
10277,0,2,1016,1021,1010,"0,0,1,0,0",5,1,7,0,8,1003,1002,,"1,1,2"
10278,0,2,1023,1006,1014,"0,0,0,1,1",6,1,5,3,4,,,1002,"1,1,2"
10279,0,2,1022,1013,1009,"0,0,0,0,3",5,1,7,2,4,,1003/1004,1002,"1,1,2"
10280,0,3,1001,1008,1002,"0,1,0,0,1",9,0,3,2,2,,,,"1,3,5"
10281,0,1,1002,1008,1011,"0,1,0,0,1",7,0,3,6,2,,,1006,"1,1,3"
10282,0,3,1001,1010,1009,"0,1,0,0,1",8,0,4,0,7,,,1002,"1,1,5"
10283,0,2,1008,1004,1017,"0,1,0,0,1",6,0,4,6,3,,,1002+1005,"1,1,2"
10289,0,2,1002,1012,1013,"0,1,0,0,1",6,0,5,3,6,,1001,1003/1004,"1,1,3"
10291,0,2,1018,1011,1013,"0,0,0,0,3",6,1,5,4,2,,1006,1003/1004,"1,1,5"
10294,0,2,1019,1013,1012,"0,0,0,1,1",6,1,4,3,7,,1003/1004,1001,"1,1,4"
10295,0,2,1004,1015,1024,"0,0,1,0,0",6,1,3,6,4,,1002,1005,"1,1,2"
10296,0,2,1009,1015,1006,"0,1,0,0,1",6,0,5,2,8,1002,1002,,"1,1,1"
10298,0,2,1001,1027,1001,"0,0,1,0,0",9,1,1,4,2,,1006,,"1,5,5"
10299,0,2,1009,1013,1016,"0,1,0,0,1",4,0,9,0,8,1002,1003/1004,1003,"1,1,1"
10301,0,2,1014,1007,1006,"0,1,0,0,1",6,0,5,4,4,1002,1002,,"1,1,1"
10303,0,1,1003,1003,1022,"0,0,1,0,0",8,1,3,2,4,,,,"2,2,2"
10307,0,2,1001,1008,1015,"0,1,0,0,1",7,0,5,2,4,,,1002,"1,1,5"
10308,0,1,1003,1010,1007,"0,1,0,0,1",7,0,5,1,6,,,1002,"1,1,2"
10309,0,2,1001,1022,1017,"0,0,0,1,1",7,1,3,5,2,,,1002+1005,"1,2,5"
10310,0,2,1017,1024,1010,"0,0,1,0,0",5,1,4,6,5,1002+1005,1005,,"1,1,1"
10311,0,2,1017,1011,1017,"0,1,0,0,1",4,0,4,10,3,1002+1005,1006,1002+1005,"1,1,1"
10314,0,2,1002,1015,1012,"0,1,0,0,1",6,0,4,4,7,,1002,1001,"1,1,3"
10316,0,2,1014,1017,1024,"0,0,0,0,3",4,1,5,8,2,1002,1002+1005,1005,"1,1,1"
10317,0,1,1021,1011,1002,"0,0,0,1,1",7,1,3,5,2,1002,1006,,"1,2,3"
10318,0,2,1016,1010,1021,"0,0,1,0,0",5,1,7,0,8,1003,,1002,"1,1,2"
10320,0,2,1001,1015,1011,"0,1,0,0,1",7,0,3,5,4,,1002,1006,"1,1,5"
10322,0,2,1002,1017,1020,"0,0,1,0,0",7,1,3,4,4,,1002+1005,,"1,3,3"
10323,0,2,1026,1012,1007,"0,0,1,0,0",5,1,5,3,8,1002/1003,1001,1002,"1,1,1"
10324,0,2,1010,1021,1015,"0,0,0,1,1",5,1,7,1,6,,1002,1002,"1,1,2"
10327,0,2,1002,1007,1016,"0,1,0,0,1",6,0,6,2,5,,1002,1003,"1,1,3"
10328,0,1,1008,1002,1003,"0,1,0,0,1",8,0,4,2,3,,,,"1,2,3"
10329,0,2,1017,1007,1011,"0,1,0,0,1",5,0,4,8,3,1002+1005,1002,1006,"1,1,1"
10331,0,2,1027,1005,1017,"0,0,1,0,0",5,1,3,7,6,1006,1001,1002+1005,"1,1,1"
10332,0,2,1015,1004,1008,"0,1,0,0,1",6,0,5,4,4,1002,,,"1,1,2"
10333,0,2,1017,1014,1019,"0,0,0,0,3",5,1,5,6,2,1002+1005,1002,,"1,1,4"
10334,0,2,1010,1017,1024,"0,0,1,0,0",5,1,4,6,5,,1002+1005,1005,"1,1,1"
10335,0,1,1003,1007,1019,"0,0,1,0,0",8,1,3,2,4,,1002,,"1,2,4"
10336,0,2,1003,1014,1019,"0,0,0,1,1",7,1,4,3,3,,1002,,"1,2,4"
10337,0,1,1020,1003,1010,"0,0,0,1,1",8,1,3,0,8,,,,"1,2,3"
10338,0,1,1004,1007,1019,"0,0,1,0,0",8,1,2,4,3,,1002,,"1,2,4"
10339,0,2,1023,1017,1008,"0,0,0,0,3",5,1,6,4,3,,1002+1005,,"1,1,2"
10340,0,2,1007,1017,1005,"0,1,0,0,1",6,0,4,4,7,1002,1002+1005,1001,"1,1,1"
10342,0,2,1017,1019,1002,"0,0,0,1,1",7,1,3,5,2,1002+1005,,,"1,3,4"
10343,0,1,1002,1004,1012,"0,1,0,0,1",8,0,1,5,6,,,1001,"1,2,3"
10344,0,1,1010,1008,1004,"0,1,0,0,1",7,0,4,3,5,,,,"1,1,2"
10345,0,2,1005,1027,1014,"0,0,1,0,0",5,1,4,6,5,1001,1006,1002,"1,1,1"
10347,0,2,1001,1014,1021,"0,0,0,0,3",7,1,5,2,2,,1002,1002,"1,2,5"
10348,0,2,1006,1025,1016,"0,0,1,0,0",5,1,6,2,7,,1002/1003,1003,"1,1,1"
10349,0,2,1026,1009,1013,"0,0,0,0,3",4,1,9,0,6,1002/1003,1002,1003/1004,"1,1,1"
10353,0,2,1007,1012,1015,"0,1,0,0,1",5,0,5,4,8,1002,1001,1002,"1,1,1"
10354,0,2,1006,1007,1025,"0,0,0,1,1",6,1,5,3,4,,1002,1002/1003,"1,1,1"
10355,0,2,1022,1015,1011,"0,0,0,1,1",5,1,4,7,3,,1002,1006,"1,1,2"
10356,0,1,1008,1004,1007,"0,1,0,0,1",7,0,4,4,3,,,1002,"1,1,2"
10360,0,2,1014,1023,1012,"0,0,1,0,0",5,1,5,4,6,1002,,1001,"1,1,2"
10363,0,2,1013,1005,1027,"0,0,1,0,0",5,1,5,4,6,1003/1004,1001,1006,"1,1,1"
10364,0,2,1017,1015,1012,"0,1,0,0,1",4,0,5,6,8,1002+1005,1002,1001,"1,1,1"
10365,0,2,1008,1014,1012,"0,1,0,0,1",5,0,5,5,6,,1002,1001,"1,1,1"
10366,0,2,1006,1013,1015,"0,1,0,0,1",5,0,7,2,6,,1003/1004,1002,"1,1,1"
10368,0,2,1010,1023,1015,"0,0,0,1,1",5,1,7,1,6,,,1002,"1,1,2"
10369,0,2,1004,1025,1015,"0,0,0,0,3",5,1,6,4,3,,1002/1003,1002,"1,1,2"
10371,0,2,1016,1009,1014,"0,1,0,0,1",4,0,8,2,7,1003,1002,1002,"1,1,1"
10373,0,1,1011,1003,1010,"0,1,0,0,1",7,0,3,4,6,1006,,,"1,1,2"
10375,0,3,1022,1001,1011,"0,0,1,0,0",8,1,1,6,2,,,1006,"1,2,5"
10378,0,2,1017,1008,1019,"0,0,0,1,1",6,1,4,5,3,1002+1005,,,"1,1,4"
10379,0,2,1016,1002,1024,"0,0,1,0,0",6,1,4,4,5,1003,,1005,"1,1,3"
10380,0,2,1003,1014,1005,"0,1,0,0,1",7,0,4,2,7,,1002,1001,"1,1,2"
10381,0,2,1017,1002,1023,"0,0,0,0,3",6,1,5,4,2,1002+1005,,,"1,2,3"
10382,0,2,1023,1017,1012,"0,0,0,1,1",5,1,4,5,7,,1002+1005,1001,"1,1,2"
10383,0,2,1016,1017,1007,"0,1,0,0,1",4,0,7,4,6,1003,1002+1005,1002,"1,1,1"
10384,0,3,1001,1003,1003,"0,1,0,0,1",10,0,2,0,5,,,,"2,2,5"
10385,0,2,1027,1011,1010,"0,0,1,0,0",5,1,3,8,4,1006,1006,,"1,1,1"
10387,0,2,1013,1016,1005,"0,1,0,0,1",5,0,7,0,10,1003/1004,1003,1001,"1,1,1"
10388,0,2,1027,1015,1002,"0,0,0,0,3",5,1,5,6,2,1006,1002,,"1,1,3"
10389,0,2,1002,1006,1016,"0,1,0,0,1",7,0,4,2,7,,,1003,"1,1,3"
10390,0,2,1025,1014,1006,"0,0,0,0,3",5,1,6,4,3,1002/1003,1002,,"1,1,1"
10393,0,2,1006,1013,1012,"0,1,0,0,1",6,0,4,3,9,,1003/1004,1001,"1,1,1"
